[17, 0];[2, 32.01415213131328];[1, 38.44549509033262];[3, 304.62556711914414];[11, 310.6657677924903];[5, 732.8494059502427];[15, 7938.707896186919];[6, 15144.014665270694];[12, 22349.48423567203];[0, 29555.41860727934];[16, 36760.673267584694];[13, 43966.63252562796];[14, 51172.19521670336];[10, 58378.083896440374];[18, 65583.42195473186];[9, 72788.81974684533];[8, 79996.20245054348];[4, 87216.88263088542];[7, 94434.89971367859],
[17, 0];[1, 21.083549221348985];[10, 244.98013997044083];[11, 251.42755272005084];[4, 274.71100759658395];[12, 298.47135723684465];[2, 312.7807766186283];[18, 724.9971962630138];[14, 7931.151469048518];[8, 15137.06454452846];[5, 22342.31920483381];[15, 29548.177695070488];[3, 36753.43739864375];[13, 43959.63017101814];[16, 51165.58942906141];[0, 58370.84408936676];[6, 65576.59417336925];[9, 72783.71915895237];[7, 79990.98920954195],
[4, 0];[1, 20.25022768500341];[2, 32.68157064402275];[18, 214.89799028840832];[11, 221.62884794149053];[17, 244.62904084169148];[12, 262.9169844163927];[13, 273.6006124124319];[6, 5728.9911499222735];[10, 12935.384534616493];[3, 20141.33108869754];[15, 27346.590792270803];[8, 34552.37836583464];[0, 41758.082977147526];[5, 48963.60418467084];[14, 56169.35051269208];[16, 63374.820083093415];[9, 70581.78627029079];[7, 77789.05632088037],
[2, 0];[1, 6.43134295901934];[3, 304.61141498783087];[11, 310.65161566117706];[0, 577.0046874779803];[9, 583.7395786550693];[15, 590.609015810219];[5, 596.4675060468952];[8, 601.7221663522445];[10, 608.4116049884938];[14, 614.300284725508];[6, 620.1599492532376];[16, 7825.973623356615];[13, 15031.932881399878];[18, 22237.720454963714];[4, 29466.388442016083];[17, 36671.72798908988];[12, 43890.01593266458];[7, 51095.40788531085],
[2, 0];[1, 6.43134295901934];[15, 185.86501383220514];[11, 191.7138815167028];[17, 214.71407441690374];[4, 221.0536214907028];[3, 588.1700676485947];[14, 594.002910245039];[6, 599.8625747727685];[8, 605.3782225901734];[9, 612.760926288321];[10, 618.496753079232];[13, 7824.172549859306];[0, 15029.941700806707];[16, 22235.196361112055];[5, 29440.54943292886];[12, 36646.084825560814];[18, 43853.226025938566];[7, 51060.09912129856],
[1, 0];[2, 7.43134295901934];[9, 245.66319419450346];[4, 276.93593566631114];[11, 300.2193905428442];[13, 339.3261785929394];[0, 372.09532954034114];[5, 396.61653706365666];[18, 403.50071740014533];[6, 410.2294505595734];[16, 417.0431246629506];[15, 427.9562001428933];[3, 2657.2159037161564];[10, 9863.162457797203];[14, 17069.051137534218];[12, 24275.1722857749];[8, 31480.453567275836];[17, 38700.693545768096];[7, 45918.710628561275],
[17, 0];[2, 32.01415213131328];[1, 38.44549509033262];[8, 268.6617776388777];[4, 289.3419579808111];[11, 312.6254128573442];[12, 376.31722700064427];[18, 385.4584273783969];[6, 393.187160537825];[0, 398.93724454031303];[16, 412.19190484566235];[5, 418.54497666246556];[15, 429.40346689914173];[3, 2559.6631704724045];[14, 9765.496013068849];[13, 16971.058704144252];[9, 24177.11417135387];[10, 31382.849998144782];[7, 38589.38661279064],
[1, 0];[2, 7.43134295901934];[9, 245.66319419450346];[11, 252.75113262558702];[12, 259.4429467688871];[17, 277.7308903435884];[13, 315.2599799042908];[0, 509.02913085169257];[18, 515.4092654510873];[16, 522.0313358777327];[5, 527.3844076945359];[6, 533.0336666276927];[10, 539.4270513219109];[15, 545.5606631845305];[3, 553.8203667577933];[14, 560.6532093542376];[8, 568.5662848341802];[4, 7789.246465176113];[7, 15007.26354796929],
[1, 0];[2, 7.43134295901934];[18, 214.6477626034049];[11, 221.37862025648712];[17, 244.37881315668807];[12, 262.66675673138934];[4, 281.42710637165004];[13, 321.59332339366534];[0, 445.36247434106707];[6, 451.1125583435551];[5, 456.7618172767119];[15, 462.62030751338807];[16, 468.53338299333075];[10, 564.8899787279302];[14, 570.7786584649444];[8, 577.6917339448871];[3, 583.7286041913068];[9, 590.4048975779252];[7, 609.6749481675031],
[1, 0];[2, 7.43134295901934];[18, 214.6477626034049];[11, 221.37862025648712];[17, 244.37881315668807];[12, 262.66675673138934];[4, 281.42710637165004];[13, 321.59332339366534];[0, 445.36247434106707];[6, 451.1125583435551];[5, 456.7618172767119];[15, 462.62030751338807];[16, 468.53338299333075];[10, 564.8899787279302];[9, 570.6258055188412];[3, 577.3020989054596];[8, 584.3389691518793];[14, 590.252044631822];[7, 608.257585644613],
[2, 0];[18, 215.21641964438558];[11, 221.9472772974678];[17, 244.94747019766874];[12, 263.23541377237];[4, 281.9957634126307];[13, 322.161980434646];[0, 440.93113138204774];[6, 446.6812153845358];[5, 452.33047431769256];[15, 458.18896455436874];[16, 464.1020400343114];[9, 494.0682272316895];[10, 516.8040540226006];[14, 540.6927337596148];[8, 554.6058092395575];[3, 561.6426794859772];[1, 566.8227515147887];[7, 606.6553345104381],
[2, 0];[18, 215.21641964438558];[11, 221.9472772974678];[17, 244.94747019766874];[12, 263.23541377237];[4, 281.9957634126307];[13, 322.161980434646];[0, 440.93113138204774];[6, 446.6812153845358];[5, 452.33047431769256];[15, 458.18896455436874];[16, 464.1020400343114];[9, 494.0682272316895];[10, 516.8040540226006];[14, 540.6927337596148];[3, 551.5255763560591];[8, 561.5624466024788];[1, 567.7787291510239];[7, 606.6113121466733],
